Stg1 Pressure 1,Stg2 Pressure 2,Temp1-Temp2
35.99512,8.26344,42.2
35.55556,8.04556,42.2
39.65812,7.03073,42.2
33.18681,8.47426,42.2
35.14042,8.22438,42.2
35.2381,8.35158,42.2
35.16484,7.4824,42.2
36.04396,8.33842,42.2
42.49084,6.98676,42.2
30.35409,8.4405,42.2
36.0928,8.42793,42.3
36.43468,8.20102,42.3
35.14042,8.50272,42.3
41.02564,8.15921,42.3
31.33089,8.37454,42.3
34.57875,8.35158,42.3
32.50306,8.25009,42.3
35.18925,8.38946,42.3
33.91941,7.55699,42.3
33.23566,8.35315,42.3
33.52869,8.26324,42.3
32.5519,8.14351,42.3
35.16484,8.09699,42.3
35.09158,8.37945,42.3
33.50427,8.20691,42.3
37.63126,8.32076,42.3
30.37851,8.44776,42.3
37.87546,8.12996,42.3
33.01587,8.21967,42.3
34.48108,8.35099,42.3
36.36142,7.64925,42.3
32.91819,8.36551,42.3
34.28571,8.26069,42.3
37.46032,8.25637,42.3
34.45666,8.22418,42.3
35.67766,8.20141,42.3
34.84738,8.32233,42.3
34.82296,8.38514,42.3
33.26007,8.3979,42.3
37.38706,7.9374,42.3
33.72406,8.19022,42.3
33.96825,8.3822,42.3
35.70208,7.72835,42.3
34.16362,8.28739,42.3
33.26007,8.27895,42.4
40.31746,8.15803,42.4
30.37851,8.38514,42.4
35.4823,7.91208,42.4
33.26007,8.3822,42.4
35.94628,8.18905,42.4
40.58608,8.22654,42.4
31.35531,8.44854,42.4
34.40781,8.3186,42.4
37.72894,8.16333,42.4
35.31136,8.34019,42.4
37.33822,8.19356,42.4
34.72527,7.68909,42.4
35.21368,8.20613,42.4
35.89744,8.47151,42.4
29.42613,8.4352,42.4
29.42613,8.39044,42.4
34.70086,8.13958,42.4
31.35531,8.4719,42.4
34.04152,7.21093,42.4
35.87302,7.43784,42.4
32.82051,8.34549,42.4
36.16606,8.45856,42.5
35.7265,8.16549,42.5
29.40171,8.41969,42.5
38.11966,8.23851,42.5
30.28083,8.36865,42.5
33.38218,8.26521,42.5
32.21001,8.18316,42.5
36.16606,8.38416,42.5
35.67766,8.37709,42.5
33.84615,8.4193,42.5
34.0171,8.35531,42.5
33.26007,8.30368,42.5
41.80708,7.76349,42.5
34.11478,8.29092,42.5
34.84738,8.48859,42.5
36.23932,8.14704,42.5
35.116,8.35923,42.5
36.9475,7.04192,42.5
35.2381,8.33627,42.5
34.96947,8.33155,42.5
35.01831,8.36414,42.5
41.14774,8.22045,42.5
30.40293,8.21241,42.5
34.92064,8.16922,42.5
38.31502,8.21457,42.5
35.33578,7.83042,42.5
30.37851,8.40222,42.5
34.82296,8.26383,42.6
36.53236,8.27306,42.6
37.75336,8.07736,42.6
33.57753,8.17786,42.6
35.57998,8.29092,42.6
33.04029,8.31919,42.6
34.48108,8.26148,42.6
34.55434,8.37827,42.6
39.21856,7.72717,42.6
41.221,7.18698,42.6
38.48596,8.04988,42.6
33.96825,8.23694,42.6
32.96703,8.40183,42.6
32.30769,8.4454,42.6
36.0928,8.25775,42.6
31.99023,8.39437,42.6
36.06838,8.39672,42.6
33.82174,8.36983,42.6
35.06715,8.14429,42.6
34.11478,8.11603,42.6
36.04396,8.25245,42.6
32.69841,8.32508,42.6
34.21246,8.24008,42.6
36.38584,7.21564,42.6
35.09158,8.19317,42.6
35.04274,8.29563,42.6
39.65812,7.2971,42.7
34.18803,8.23694,42.7
32.79609,8.32881,42.7
35.18925,8.30329,42.7
37.94872,7.88617,42.7
30.40293,8.40065,42.7
35.116,7.87478,42.7
34.11478,8.28876,42.7
39.3895,8.18198,42.7
30.32967,7.08667,42.7
33.72406,8.18571,42.7
35.06715,8.39829,42.7
33.52869,8.43422,42.7
35.7265,8.15764,42.7
35.06715,8.22791,42.7
33.30891,8.096,42.7
34.16362,8.1808,42.7
35.116,8.39633,42.7
29.42613,8.38612,42.7
36.11722,8.18237,42.7
30.37851,8.36434,42.7
33.26007,8.41282,42.7
35.31136,7.60371,42.7
37.04518,8.128,42.7
34.65202,8.30093,42.7
34.2613,8.16353,42.8
31.35531,8.3661,42.8
35.18925,8.47701,42.8
35.45787,8.42165,42.8
35.3602,8.40163,42.8
36.14164,8.41694,42.8
38.75458,8.06205,42.8
37.53358,8.06401,42.8
33.55312,8.202,42.8
39.85348,8.16019,42.8
34.55434,7.55503,42.8
39.73138,7.25038,42.8
38.07082,7.59527,42.8
35.94628,8.03987,42.8
35.6044,8.11877,42.8
34.18803,8.28111,42.8
32.96703,8.4401,42.8
37.99756,7.32007,42.8
38.779,8.06008,42.8
32.5519,8.46562,42.8
34.62759,8.35374,42.8
34.77412,8.13507,42.8
35.31136,8.35452,42.8
37.75336,7.768,42.8
35.28694,8.27522,42.8
36.65446,8.03574,42.8
35.116,8.28955,42.9
35.116,8.16902,42.9
40.41515,8.00846,42.9
30.40293,8.20416,42.9
38.58364,8.19317,42.9
34.77412,7.04192,42.9
36.92308,8.12643,42.9
29.32845,8.40006,42.9
36.87424,8.46955,42.9
35.50671,8.19376,42.9
34.11478,8.20338,42.9
34.18803,8.43108,42.9
35.06715,8.42146,42.9
31.33089,8.42283,42.9
38.09524,8.0328,42.9
33.04029,8.12741,42.9
30.37851,8.24185,42.9
34.79854,8.24224,42.9
31.57509,8.25343,42.9
36.04396,8.17629,42.9
34.89622,8.30348,42.9
34.21246,8.3765,42.9
33.72406,8.25029,42.9
31.35531,8.41969,42.9
34.21246,8.36905,42.9
39.41392,8.12192,42.9
37.28938,8.25834,42.9
34.94506,8.21084,43
35.06715,8.15136,43
34.55434,8.21182,43
33.18681,8.10876,43
33.69963,8.43127,43
35.01831,8.48348,43
35.89744,8.36021,43
42.3199,8.21515,43
35.40903,8.33195,43
37.77778,8.19395,43
34.16362,8.25932,43
28.42491,8.4615,43
37.04518,8.44383,43
29.30403,8.47367,43
29.40171,8.12329,43
36.99634,8.1492,43
34.09035,8.20671,43
32.11234,8.38573,43
40.43956,7.97941,43
30.18315,8.36178,43
31.33089,8.34569,43
35.65324,8.36571,43
36.0928,8.42479,43.1
35.18925,8.45365,43.1
38.99878,7.747,43.1
40.87912,8.07539,43.1
35.21368,8.38338,43.1
39.85348,8.21515,43.1
34.21246,8.33254,43.1
39.19414,8.20416,43.1
34.79854,8.255,43.1
37.9243,8.08972,43.1
35.70208,8.20534,43.1
35.01831,8.43049,43.1
35.84859,7.85417,43.1
33.18681,8.16608,43.1
34.16362,8.34039,43.1
39.36508,7.48397,43.1
40.26862,8.2762,43.1
36.87424,8.27522,43.1
36.7033,7.4612,43.1
30.30525,8.31938,43.1
35.55556,8.28621,43.1
38.0464,7.21309,43.2
33.96825,8.41027,43.2
34.11478,7.78312,43.2
35.01831,8.41832,43.2
30.03663,8.43559,43.2
38.07082,8.18865,43.2
34.72527,7.99963,43.2
38.75458,8.21398,43.2
37.50916,8.12996,43.2
34.2613,8.23537,43.2
35.04274,8.33725,43.2
35.43346,8.41694,43.2
30.35409,8.41262,43.2
39.68254,7.59016,43.2
30.37851,8.46248,43.2
34.82296,7.72344,43.2
33.67522,7.99492,43.2
31.01343,8.33234,43.2
38.99878,7.69518,43.2
38.31502,7.51812,43.2
33.52869,8.24381,43.2
33.87057,8.26266,43.2
34.35897,8.14135,43.2
34.11478,8.13939,43.3
34.13919,8.43127,43.3
35.14042,8.40281,43.3
34.79854,8.11819,43.3
31.33089,8.36492,43.3
36.89866,7.52185,43.3
33.23566,8.32625,43.3
35.116,8.45757,43.3
30.28083,7.04918,43.3
35.04274,7.61254,43.3
27.42369,8.39849,43.3
34.11478,8.25932,43.3
35.87302,7.85437,43.3
29.42613,8.39221,43.3
34.18803,7.84672,43.3
30.37851,8.42931,43.3
33.60196,8.19886,43.3
30.35409,8.42185,43.3
38.99878,8.41773,43.3
40.68376,6.99029,43.3
31.89255,8.30996,43.3
34.92064,7.43332,43.3
32.72283,8.26442,43.3
39.34066,8.21535,43.3
35.89744,8.2287,43.3
32.69841,8.06244,43.3
37.77778,8.12996,43.3
36.5812,7.59507,43.3
33.89499,8.35531,43.3
35.14042,8.34373,43.3
36.67888,7.99963,43.4
37.0696,8.18041,43.4
35.75092,8.2762,43.4
33.16239,8.27581,43.4
38.46154,8.22006,43.4
30.15873,8.41851,43.4
34.33456,8.34215,43.4
28.42491,8.45011,43.4
43.19902,7.4239,43.4
34.16362,8.44089,43.4
33.91941,8.31664,43.4
40.09768,7.12947,43.4
39.41392,7.90933,43.4
42.49084,7.56366,43.4
37.70452,8.1702,43.4
36.31258,8.14469,43.4
29.42613,8.25166,43.5
33.60196,8.00924,43.5
38.5348,7.02425,43.5
33.21124,8.43068,43.5
36.43468,8.08069,43.5
35.14042,8.20809,43.5
38.1685,8.12702,43.5
35.62882,8.16117,43.5
34.23687,8.35805,43.5
34.35897,8.37965,43.5
36.4591,8.10994,43.5
38.60806,8.32292,43.5
33.21124,7.81099,43.5
37.53358,8.11465,43.5
35.87302,8.17452,43.5
30.15873,8.40909,43.5
31.25763,8.18434,43.5
34.35897,8.26246,43.5
29.42613,8.29053,43.5
35.18925,7.84397,43.5
37.70452,8.17374,43.5
39.73138,8.23184,43.5
39.8779,7.85358,43.5
33.2845,8.39672,43.5
35.04274,8.1545,43.5
37.16728,7.65258,43.5
33.72406,8.42892,43.5
33.91941,8.24479,43.5
35.18925,8.34412,43.5
30.40293,8.42479,43.6
37.0696,8.34549,43.6
35.65324,8.29485,43.6
37.16728,8.2073,43.6
35.92186,8.01454,43.6
33.96825,8.16883,43.6
35.26252,8.3082,43.6
29.42613,8.42499,43.6
35.82418,8.42263,43.6
34.62759,8.43284,43.6
35.94628,8.26246,43.6
33.26007,8.40615,43.6
35.14042,8.41714,43.6
37.6801,8.45031,43.6
37.89988,7.75583,43.6
30.18315,8.38023,43.6
29.42613,8.456,43.6
36.77656,7.9639,43.6
29.30403,8.39437,43.6
31.35531,8.42676,43.6
35.28694,8.2179,43.6
35.2381,8.45326,43.6
34.57875,8.12996,43.6
42.83272,7.0111,43.6
29.01099,8.35217,43.6
34.43224,8.26482,43.6
34.18803,8.39064,43.6
34.31013,8.4034,43.6
34.52991,8.27483,43.6
35.14042,8.17472,43.7
34.5055,8.2709,43.7
39.5116,8.21869,43.7
35.18925,8.1227,43.7
35.16484,8.22536,43.7
33.13797,7.84887,43.7
38.26618,8.15686,43.7
32.52747,8.43716,43.7
36.89866,8.21417,43.7
35.21368,8.26089,43.7
32.74725,8.26796,43.7
33.79731,8.13899,43.7
33.52869,8.1918,43.7
32.35653,8.25225,43.7
34.31013,8.15587,43.7
36.01954,8.37533,43.7
35.14042,8.50095,43.7
37.16728,7.9747,43.7
31.23321,8.40752,43.7
36.41026,7.61588,43.7
39.29182,7.71481,43.7
33.67522,8.27306,43.7
39.19414,8.04517,43.7
35.26252,8.00237,43.7
33.7729,8.40536,43.7
39.70696,8.25579,43.7
33.69963,8.46817,43.7
39.46276,8.07814,43.7
35.09158,8.08678,43.8
31.35531,8.32684,43.8
33.16239,8.34255,43.8
34.21246,8.38514,43.8
35.28694,8.25873,43.8
35.99512,8.21967,43.8
29.98779,8.44953,43.8
32.64957,8.1702,43.8
33.91941,8.42931,43.8
36.72772,8.30447,43.8
38.02198,8.08148,43.8
39.53602,8.38416,43.8
35.99512,8.4083,43.8
34.09035,8.39142,43.8
34.18803,8.28837,43.8
37.24054,8.1596,43.8
36.04396,8.48133,43.8
36.06838,8.04045,43.8
35.18925,8.1808,43.8
35.67766,8.34431,43.8
35.33578,8.2128,43.8
33.2845,8.32095,43.8
34.23687,8.22674,43.8
34.21246,8.31114,43.8
36.11722,8.35786,43.8
35.43346,8.43598,43.8
35.40903,8.24362,43.8
35.2381,8.24205,43.8
34.82296,8.42126,43.8
32.60073,8.12918,43.8
38.09524,8.25657,43.8
34.35897,8.19258,43.8
36.26374,8.33882,43.8
35.14042,8.26953,43.8
35.01831,7.84004,43.8
33.79731,8.37376,43.9
34.43224,8.37317,43.9
35.67766,8.23576,43.9
37.09402,8.41046,43.9
30.28083,8.4405,43.9
36.16606,8.35315,43.9
39.46276,8.14076,43.9
34.23687,8.11465,43.9
33.23566,8.13899,43.9
34.65202,8.43441,43.9
38.58364,7.85358,43.9
34.79854,8.31212,43.9
30.35409,8.30388,43.9
30.40293,8.40889,43.9
38.55922,8.14783,43.9
37.63126,7.82885,43.9
34.16362,8.28857,43.9
34.09035,8.28621,43.9
29.35287,8.45856,43.9
30.37851,8.41302,43.9
32.23443,8.42577,43.9
29.42613,8.42597,43.9
34.2613,8.26894,43.9
30.94017,8.16196,43.9
34.13919,8.34215,43.9
34.94506,8.44423,43.9
30.23199,8.43794,43.9
36.75214,8.36728,43.9
36.14164,8.42892,43.9
35.21368,8.31428,43.9
39.68254,7.53461,43.9
36.06838,8.17786,43.9
37.65568,7.96586,44
35.16484,8.2287,44
39.04762,8.22163,44
39.6337,7.72953,44
38.6569,8.13997,44
35.38462,8.38436,44
33.87057,8.24695,44
34.09035,7.70048,44
39.43834,8.15234,44
33.72406,8.1492,44
35.2381,8.15057,44
35.3602,8.32174,44
34.33456,8.41459,44
34.94506,8.13644,44
35.6044,8.27993,44
33.11355,8.25245,44
29.42613,8.31428,44
36.92308,8.19729,44
33.30891,8.39476,44
33.35775,8.43677,44
33.87057,8.08383,44
32.57631,8.46287,44
36.0928,8.24852,44
36.19048,8.40909,44
39.7558,7.57858,44
35.67766,8.27384,44.1
35.04274,8.34745,44.1
35.14042,8.13134,44.1
32.86935,8.32841,44.1
31.37973,8.31153,44.1
36.16606,8.42558,44.1
36.11722,8.28523,44.1
28.35165,8.33038,44.1
33.7729,8.05518,44.1
34.2613,8.29289,44.1
35.6044,8.28189,44.1
32.99146,8.13683,44.1
33.84615,8.07657,44.1
41.80708,7.96743,44.1
33.47985,7.72541,44.1
36.89866,8.13624,44.1
36.11722,8.17158,44.1
35.50671,8.11033,44.1
30.40293,8.29897,44.1
34.74969,8.13291,44.2
39.41392,7.94054,44.2
34.2613,8.28484,44.2
40.9768,8.16039,44.2
34.94506,8.23419,44.2
34.92064,8.43637,44.2
42.12454,7.71206,44.2
30.37851,8.31291,44.2
31.20879,8.3396,44.2
35.75092,8.14704,44.2
33.57753,7.95193,44.2
34.23687,8.34981,44.2
39.90232,8.02809,44.2
39.29182,7.94152,44.2
33.11355,8.31683,44.2
34.40781,8.39574,44.2
37.85104,7.63315,44.2
35.2381,8.3502,44.2
35.57998,8.37513,44.2
36.28815,7.93681,44.2
34.92064,8.4984,44.2
38.58364,8.45463,44.2
33.62637,7.87714,44.2
38.36386,8.21515,44.2
37.0696,8.00983,44.2
30.37851,8.30545,44.2
36.19048,8.35158,44.2
35.14042,7.8159,44.3
35.6044,8.26187,44.3
34.79854,8.49644,44.3
36.8254,8.13546,44.3
33.99268,8.26226,44.3
30.37851,8.39986,44.3
37.36264,8.08305,44.3
30.40293,8.27365,44.3
33.99268,8.18865,44.3
32.89378,8.15627,44.3
35.18925,8.39653,44.3
33.47985,8.49683,44.3
32.91819,8.41871,44.3
35.94628,7.93269,44.3
34.04152,8.32724,44.3
34.79854,8.28543,44.3
32.21001,8.16137,44.3
36.14164,8.33411,44.3
31.35531,8.41498,44.3
34.18803,8.30918,44.3
30.40293,8.45011,44.3
36.0928,8.34706,44.3
30.37851,8.35864,44.3
37.0696,7.8689,44.4
32.18559,8.43814,44.4
33.94383,8.1172,44.4
35.18925,8.46915,44.4
33.21124,8.19651,44.4
34.72527,8.33175,44.4
36.16606,8.18767,44.4
34.04152,8.37513,44.4
35.92186,8.19395,44.4
31.35531,8.4405,44.4
38.2906,7.8581,44.4
33.30891,8.08168,44.4
31.33089,8.35747,44.4
34.70086,8.34412,44.4
35.21368,7.85201,44.4
29.40171,8.40006,44.4
36.75214,7.03034,44.4
34.45666,7.55522,44.4
36.63004,8.1545,44.4
29.42613,8.46503,44.4
38.02198,8.3663,44.4
43.17461,7.21073,44.4
34.94506,8.20946,44.4
30.13431,8.34687,44.4
40.53724,7.03583,44.4
40.63492,7.75937,44.4
32.40537,8.19278,44.4
33.50427,8.19729,44.4
34.43224,8.14037,44.4
34.67643,7.98549,44.4
33.7729,8.18355,44.4
38.5348,7.74013,44.4
35.16484,8.36944,44.4
35.2381,8.21555,44.4
33.26007,8.19238,44.4
33.43102,8.35138,44.4
32.64957,8.23419,44.5
39.68254,7.82355,44.5
36.16606,8.4085,44.5
36.04396,8.39555,44.5
29.27961,8.34765,44.5
32.84493,8.19356,44.5
36.16606,8.1706,44.5
34.09035,8.42342,44.5
39.04762,8.12741,44.5
36.4591,7.86085,44.5
36.04396,8.22615,44.5
34.18803,8.1651,44.5
39.48718,8.09934,44.5
34.74969,8.30957,44.5
37.41148,7.98726,44.5
33.23566,8.40065,44.5
36.9475,8.31919,44.5
33.87057,8.42322,44.5
34.8718,8.30859,44.5
34.09035,8.4136,44.5
30.23199,8.42283,44.6
31.35531,8.27561,44.6
33.43102,8.42852,44.6
30.35409,8.41675,44.6
34.94506,7.65926,44.6
38.5348,8.2552,44.6
37.3138,7.82218,44.6
30.40293,8.39496,44.6
36.67888,7.72757,44.6
34.18803,8.40438,44.6
38.58364,8.13134,44.6
30.37851,8.4401,44.6
35.57998,8.30898,44.6
31.37973,8.41007,44.6
34.67643,8.40261,44.6
35.21368,8.16667,44.6
36.11722,8.36551,44.6
29.32845,8.38553,44.6
31.33089,8.47229,44.6
35.18925,8.27659,44.6
36.06838,8.39869,44.6
34.67643,8.44717,44.6
42.73504,7.74778,44.6
43.56533,7.89029,44.6
30.37851,8.41341,44.6
33.50427,8.07696,44.6
39.56044,8.19062,44.6
33.35775,8.42146,44.6
36.92308,8.21967,44.6
35.9707,8.05243,44.7
36.16606,8.33823,44.7
34.11478,8.41655,44.7
33.04029,8.1704,44.7
36.50794,8.09659,44.7
40.21978,8.25952,44.7
36.9475,8.17393,44.7
36.55678,8.4511,44.7
36.11722,7.58094,44.7
36.8254,8.09561,44.7
35.06715,7.74955,44.7
33.26007,8.41773,44.7
35.79976,8.4403,44.7
36.11722,8.05282,44.7
33.16239,8.45129,44.7
35.04274,8.42538,44.7
34.11478,8.41105,44.7
37.26496,8.12545,44.7
36.16606,8.39064,44.7
32.33211,8.31467,44.7
37.82662,7.87969,44.7
31.37973,8.26305,44.7
30.40293,8.28386,44.7
36.19048,8.24479,44.7
34.8718,8.18021,44.7
34.70086,8.26482,44.7
28.42491,8.46346,44.7
30.35409,8.41989,44.7
34.31013,8.45149,44.7
35.14042,8.43637,44.7
35.57998,7.73522,44.8
34.79854,8.18178,44.8
33.52869,8.15195,44.8
34.65202,8.29877,44.8
39.48718,7.98294,44.8
34.9939,8.33057,44.8
35.04274,8.46503,44.8
30.40293,8.31899,44.8
34.45666,8.39986,44.8
36.16606,8.39829,44.8
32.91819,8.16687,44.8
36.67888,8.16431,44.8
35.99512,8.14115,44.8
34.16362,8.16,44.8
33.69963,8.31448,44.8
33.65079,8.39378,44.8
37.63126,7.02425,44.8
30.28083,8.38671,44.8
31.86813,8.1282,44.8
34.48108,8.21849,44.8
35.7265,8.3131,44.8
37.82662,8.24519,44.8
34.79854,8.23419,44.8
29.42613,8.31978,44.8
35.94628,7.42214,44.8
30.35409,8.34039,44.8
32.82051,8.16451,44.8
36.89866,7.79332,44.8
34.72527,8.31919,44.8
38.02198,7.00109,44.8
34.09035,8.13546,44.8
34.35897,8.17531,44.8
34.18803,8.32194,44.8
33.47985,8.42656,44.8
36.60562,8.0964,44.8
29.30403,8.40399,44.8
33.91941,8.27031,44.9
34.18803,8.33273,44.9
33.96825,8.4299,44.9
35.94628,8.35766,44.9
30.20757,8.41517,44.9
34.21246,8.27797,44.9
29.42613,8.34078,44.9
34.21246,8.29799,44.9
35.3602,7.89893,44.9
35.116,8.32567,44.9
35.94628,8.15568,44.9
30.37851,8.38514,44.9
36.14164,8.33941,44.9
33.08913,8.42067,44.9
37.75336,7.76977,44.9
35.89744,8.02711,44.9
37.26496,7.82022,44.9
37.14286,8.32056,44.9
31.33089,8.41537,44.9
34.57875,8.1282,44.9
39.19414,8.27659,44.9
35.67766,8.46542,44.9
34.74969,8.2709,44.9
40.26862,7.06469,44.9
34.96947,8.3981,44.9
33.18681,8.21103,44.9
35.70208,8.43127,44.9
40.95238,8.23969,45
34.74969,8.38887,45
40.8547,7.30417,45
37.9243,7.89677,45
34.57875,8.38436,45
34.9939,8.32606,45
35.04274,8.33568,45
41.48962,7.75819,45
34.57875,8.35334,45
28.32723,8.47406,45
33.87057,8.41851,45
31.37973,8.38338,45
34.72527,8.09581,45
40.4884,7.13948,45
33.72406,8.414,45
40.09768,8.20671,45
34.45666,8.10876,45
37.46032,8.10111,45
35.89744,8.34215,45
29.25519,8.37866,45
32.89378,8.27738,45
29.42613,8.34098,45
36.14164,8.29897,45
30.20757,8.41478,45
31.28205,8.4721,45
34.21246,8.16117,45
33.13797,8.37101,45
32.25885,8.24165,45
42.1978,7.69282,45
34.28571,8.26207,45.1
35.14042,8.04634,45.1
40,8.11289,45.1
36.48352,7.88067,45.1
32.67399,8.39476,45.1
30.30525,8.39162,45.1
34.16362,8.50429,45.1
36.4591,8.05734,45.1
33.67522,8.15273,45.1
36.11722,8.26109,45.1
35.62882,8.17275,45.1
34.48108,8.22222,45.1
32.30769,8.4246,45.1
39.7558,7.37777,45.1
33.62637,7.99825,45.1
33.45543,8.39339,45.1
35.14042,8.40791,45.1
36.19048,8.45365,45.1
38.0464,7.04859,45.1
37.09402,7.89834,45.1
33.21124,8.15666,45.1
33.99268,8.41203,45.1
36.01954,8.39044,45.1
35.14042,8.308,45.1
35.70208,7.01032,45.1
35.18925,8.22693,45.1
34.23687,8.30741,45.1
35.116,7.94937,45.1
35.62882,8.22615,45.1
35.65324,7.31673,45.2
34.48108,8.27659,45.2
34.84738,8.20357,45.2
33.62637,8.16255,45.2
29.42613,8.3186,45.2
32.77168,8.414,45.2
34.94506,8.16667,45.2
30.37851,8.30937,45.2
33.26007,8.05734,45.2
30.37851,8.38652,45.2
32.96703,8.06637,45.2
32.74725,8.14606,45.2
37.48474,7.89284,45.2
33.2845,8.30348,45.2
34.13919,8.4297,45.2
29.42613,8.41871,45.2
34.84738,8.30113,45.2
35.84859,8.01337,45.2
35.55556,8.48191,45.2
33.04029,8.36924,45.3
32.30769,8.4721,45.3
34.5055,8.31173,45.3
35.43346,7.81334,45.3
35.01831,8.11485,45.3
33.13797,8.34902,45.3
31.35531,8.41812,45.3
30.37851,8.31546,45.3
33.84615,8.07736,45.3
37.16728,8.14586,45.3
29.10867,8.37768,45.3
33.79731,8.46817,45.3
33.82174,8.38102,45.3
33.13797,8.46896,45.3
35.16484,8.28955,45.3
36.84982,8.16451,45.3
34.96947,8.32115,45.3
35.26252,8.3451,45.3
28.44933,8.43402,45.3
29.40171,8.09208,45.3
34.9939,7.85594,45.3
34.31013,8.23675,45.3
37.63126,7.80687,45.3
29.40171,8.46091,45.4
34.74969,8.20259,45.4
29.35287,8.41341,45.4
35.70208,8.26776,45.4
32.99146,7.8742,45.4
33.60196,8.05871,45.4
34.62759,8.35393,45.4
35.43346,8.27699,45.4
28.37607,8.37984,45.4
36.89866,8.45208,45.4
34.72527,8.14469,45.4
34.96947,8.38691,45.4
30.30525,8.37278,45.4
35.16484,8.19965,45.4
33.89499,8.17904,45.4
35.116,8.12977,45.4
33.7729,8.15097,45.4
31.25763,8.4191,45.4
33.26007,8.10916,45.4
30.37851,8.29328,45.4
35.18925,8.28307,45.4
37.0696,8.27856,45.4
31.35531,8.36178,45.4
42.75947,7.80196,45.4
33.23566,8.33038,45.4
33.16239,8.46425,45.4
34.33456,8.15744,45.4
36.26374,8.27581,45.4
35.06715,8.17177,45.5
33.7729,8.12349,45.5
35.40903,8.40104,45.5
33.23566,8.41478,45.5
42.14896,7.70146,45.5
32.45422,8.19651,45.5
35.94628,8.41125,45.5
31.91697,7.9906,45.5
40.29304,7.91287,45.5
34.16362,8.23537,45.5
35.21368,7.94408,45.5
37.60684,8.08442,45.5
30.40293,8.34529,45.5
38.07082,8.18983,45.5
30.40293,8.28091,45.5
34.79854,8.17393,45.5
35.18925,8.33587,45.5
36.2149,8.03398,45.5
38.58364,7.98,45.5
33.69963,8.34392,45.5
32.13675,8.36139,45.5
35.09158,8.15156,45.5
36.60562,8.1123,45.6
35.01831,8.1861,45.6
34.89622,8.49762,45.6
33.11355,8.49369,45.6
34.06594,8.21947,45.6
34.96947,8.25598,45.6
39.53602,7.05154,45.6
30.35409,8.3237,45.6
29.42613,8.30584,45.6
36.16606,8.35923,45.6
29.42613,8.24401,45.6
33.99268,8.32272,45.6
30.45177,8.33509,45.6
33.47985,8.34824,45.6
34.13919,8.24892,45.6
34.13919,8.15077,45.6
35.4823,8.21692,45.6
29.23077,8.46896,45.6
35.2381,8.24479,45.6
36.99634,8.33489,45.6
29.42613,8.29308,45.6
32.40537,8.45149,45.6
34.8718,8.05302,45.7
31.18437,8.25696,45.7
35.16484,8.0803,45.7
36.16606,8.30702,45.7
33.55312,8.25755,45.7
33.62637,8.22065,45.7
35.40903,8.40987,45.7
34.45666,8.4458,45.7
29.30403,8.24872,45.7
38.60806,7.82493,45.7
36.19048,8.2389,45.7
35.18925,8.31016,45.7
29.42613,8.29249,45.7
29.35287,8.34706,45.7
39.7558,7.37306,45.7
33.7729,8.02063,45.7
30.37851,8.30231,45.7
32.35653,8.3977,45.7
30.40293,8.42048,45.7
30.40293,8.30663,45.7
32.94262,8.22104,45.7
33.26007,8.17472,45.7
29.40171,8.27836,45.7
34.16362,8.37984,45.7
41.14774,7.4557,45.7
37.48474,7.89755,45.7
34.23687,8.32645,45.7
33.74847,8.33411,45.7
34.77412,8.22222,45.8
33.43102,8.15862,45.8
34.18803,8.35295,45.8
34.0171,8.38181,45.8
29.03541,8.43579,45.8
35.16484,8.33744,45.8
33.69963,8.41969,45.8
36.8254,8.12093,45.8
33.11355,8.31389,45.8
32.25885,8.29504,45.8
35.18925,8.42165,45.8
33.91941,8.20652,45.8
31.37973,8.3131,45.8
30.40293,8.26913,45.8
29.40171,8.22418,45.8
35.57998,8.24205,45.8
35.33578,7.93034,45.8
31.35531,8.27659,45.8
35.26252,8.15646,45.8
30.40293,8.41635,45.8
33.30891,7.99609,45.8
34.31013,8.32272,45.8
32.28327,8.37494,45.8
41.9536,7.16401,45.9
31.86813,8.15332,45.9
31.33089,8.27247,45.9
38.58364,8.13016,45.9
36.28815,8.27424,45.9
28.37607,8.32311,45.9
30.37851,8.31036,45.9
35.87302,8.21064,45.9
35.21368,8.03496,45.9
38.2906,7.5564,45.9
34.82296,7.80039,45.9
37.82662,8.23596,45.9
29.93895,8.4403,45.9
31.25763,8.25402,45.9
33.69963,8.38514,45.9
34.8718,8.36787,45.9
33.91941,8.05478,45.9
34.89622,8.25147,45.9
35.18925,8.23576,45.9
31.33089,8.24636,45.9
30.37851,8.26756,45.9
33.79731,8.16628,45.9
33.74847,8.14194,45.9
32.40537,8.2234,45.9
29.13309,8.38553,45.9
31.18437,8.3133,45.9
35.06715,8.0381,45.9
33.23566,8.23164,45.9
35.9707,8.28346,45.9
32.89378,8.25107,45.9
37.85104,8.27188,45.9
36.89866,7.97921,45.9
33.50427,8.34549,45.9
31.35531,8.40104,46
28.44933,8.36355,46
36.99634,8.04301,46
33.72406,8.15332,46
35.21368,8.36159,46
39.46276,7.58722,46
34.09035,8.38298,46
31.35531,8.30721,46
33.82174,8.30466,46
29.32845,8.29132,46
31.33089,8.36532,46
34.65202,7.68909,46
34.67643,8.3345,46
34.72527,8.34333,46
29.35287,8.4721,46
30.40293,8.08541,46
35.01831,7.99668,46
29.35287,8.38514,46
30.35409,8.22988,46
33.21124,8.40026,46
38.33944,8.20063,46
36.99634,8.2393,46
33.89499,8.14861,46
