Stg1 Pressure 1,Stg2 Pressure 2,Temp1-Temp2
35.21368,8.38475,39.8
36.19048,8.22811,39.8
33.79731,8.35432,39.8
35.14042,8.28974,39.8
32.99146,8.39947,39.8
38.14408,8.37866,39.8
33.04029,8.35609,39.8
35.09158,8.2234,39.8
37.41148,8.39535,39.8
32.77168,8.38907,39.8
35.21368,8.25265,39.8
33.23566,8.35432,39.8
37.89988,8.32763,39.8
33.04029,8.4511,39.8
32.67399,8.29642,39.8
36.11722,8.40575,39.9
40.14652,8.32547,39.9
33.94383,8.39044,39.9
33.60196,8.37611,39.9
35.04274,8.42087,39.9
31.74603,8.40242,39.9
33.65079,8.2764,39.9
35.21368,8.25716,39.9
40.26862,8.35962,39.9
33.23566,8.45424,39.9
35.43346,8.3345,39.9
33.99268,8.44266,39.9
33.69963,8.287,39.9
37.09402,8.40163,39.9
35.57998,8.32802,39.9
34.70086,8.3873,40
34.62759,8.41517,40
35.43346,8.32625,40
34.77412,8.35393,40
34.77412,7.75191,40
36.31258,8.24578,40
35.75092,8.36296,40
34.82296,8.44246,40
34.48108,8.38887,40
38.02198,8.35334,40
33.01587,8.4189,40
38.63248,8.42577,40
38.63248,8.31251,40
39.68254,8.17511,40
36.11722,8.37552,40
35.16484,8.26423,40
37.53358,8.31389,40
36.337,7.67535,40
39.19414,8.25225,40
35.21368,8.4242,40
34.04152,8.36728,40
37.58242,8.36159,40.1
33.65079,8.36061,40.1
33.30891,8.45149,40.1
32.57631,8.47956,40.1
34.62759,8.16412,40.1
34.23687,8.37808,40.1
37.82662,8.25971,40.1
33.13797,8.42244,40.1
35.33578,8.30034,40.1
36.11722,8.26246,40.1
35.87302,8.18473,40.1
37.0696,8.37984,40.1
38.4127,8.43049,40.1
35.3602,8.25147,40.1
35.04274,8.43559,40.1
39.92674,8.26521,40.1
29.42613,8.24342,40.1
34.92064,8.25637,40.2
35.2381,8.40085,40.2
35.70208,8.27247,40.2
34.60318,8.24205,40.2
36.01954,8.28562,40.2
36.84982,8.28444,40.2
39.1453,8.37454,40.2
35.16484,8.26992,40.2
33.96825,8.43716,40.2
32.25885,8.44128,40.2
40.53724,8.10425,40.2
33.08913,8.44167,40.2
36.19048,8.29347,40.2
39.09646,8.28405,40.2
39.0232,8.46582,40.2
35.89744,8.29681,40.3
33.99268,8.23655,40.3
38.31502,8.24538,40.3
36.9475,7.97372,40.3
36.06838,8.3078,40.3
34.72527,8.37238,40.3
35.116,8.38357,40.3
33.84615,8.33764,40.3
36.04396,8.34529,40.3
38.87668,8.30054,40.3
35.06715,8.47151,40.3
34.21246,8.36198,40.3
34.77412,8.28562,40.3
34.23687,8.42558,40.3
33.08913,8.37297,40.3
37.87546,8.24715,40.3
35.55556,8.26953,40.3
36.65446,8.28602,40.3
36.06838,8.24519,40.3
37.11844,8.26658,40.3
33.91941,8.26913,40.3
34.92064,8.41733,40.3
34.23687,8.41616,40.3
34.92064,8.43068,40.3
31.33089,8.37022,40.3
35.04274,8.21162,40.3
39.90232,8.28464,40.3
38.6569,8.13507,40.3
36.04396,8.37572,40.3
39.48718,8.31664,40.3
33.13797,8.28896,40.3
29.35287,8.41243,40.3
35.62882,8.36296,40.3
33.67522,8.39456,40.3
39.80464,8.29897,40.4
37.87546,7.78901,40.4
35.77534,8.34647,40.4
34.0171,8.4083,40.4
34.84738,8.28425,40.4
35.16484,8.32704,40.4
36.01954,8.31055,40.4
38.0464,8.24381,40.4
37.85104,8.33803,40.4
34.72527,8.21064,40.4
34.74969,8.29033,40.4
36.0928,8.40359,40.4
39.1453,8.29033,40.4
36.23932,8.35511,40.5
39.8779,8.38004,40.5
37.09402,8.2442,40.5
42.02686,8.21555,40.5
34.33456,8.25206,40.5
34.70086,8.42676,40.5
35.84859,8.38396,40.5
34.77412,8.17845,40.5
32.69841,8.30231,40.5
36.65446,8.22065,40.5
40.58608,8.11936,40.5
33.7729,8.45424,40.5
33.67522,8.41733,40.5
37.02076,8.40713,40.5
35.92186,8.27286,40.5
35.16484,8.38063,40.5
34.40781,8.33332,40.5
35.16484,8.30643,40.6
36.97192,8.35079,40.6
30.37851,8.16804,40.6
34.11478,8.48172,40.6
29.42613,8.39378,40.6
36.11722,8.29033,40.6
34.21246,8.47308,40.6
33.91941,8.24578,40.6
36.41026,8.35472,40.6
38.1685,8.35668,40.6
34.18803,8.09954,40.6
35.67766,8.27718,40.6
38.51038,8.17472,40.6
35.89744,8.26678,40.6
35.16484,8.49369,40.6
32.82051,8.34647,40.6
35.79976,8.42813,40.6
33.04029,8.28288,40.6
36.92308,8.32154,40.6
36.84982,8.30839,40.6
38.58364,8.28366,40.6
34.48108,8.38298,40.7
38.63248,8.31899,40.7
35.21368,8.4456,40.7
34.16362,8.36198,40.7
35.31136,8.3559,40.7
35.77534,8.32527,40.7
33.16239,8.37003,40.7
33.99268,8.3555,40.7
36.19048,8.27227,40.7
35.4823,8.287,40.7
34.11478,8.27267,40.8
36.60562,8.38593,40.8
34.2613,8.28916,40.8
39.8779,8.24538,40.8
36.0928,8.15195,40.8
30.40293,8.34745,40.8
36.01954,8.28916,40.8
31.35531,8.48329,40.8
35.87302,8.29583,40.9
34.11478,8.46189,40.9
37.6801,8.28405,40.9
40.34188,8.19081,40.9
35.01831,8.23498,40.9
33.96825,8.44423,40.9
34.72527,8.29132,40.9
40.17094,8.26658,40.9
34.18803,8.4087,40.9
34.40781,8.456,40.9
34.94506,8.26364,40.9
36.0928,8.41243,40.9
30.01221,8.21751,40.9
35.14042,8.30191,40.9
36.19048,8.41871,40.9
35.43346,8.38318,40.9
35.55556,8.19356,40.9
31.33089,8.39613,40.9
37.6801,8.08207,40.9
36.97192,8.45659,40.9
35.31136,8.46582,41
33.2845,8.39339,41
35.14042,8.43657,41
37.21612,8.32606,41
29.42613,8.49526,41
30.40293,8.48211,41
34.21246,8.42362,41
39.85348,8.29603,41
34.48108,8.16687,41
35.4823,8.2283,41
31.25763,8.46523,41
35.9707,7.85496,41
36.50794,8.29622,41
35.14042,8.3661,41
33.72406,8.25402,41
34.21246,8.38809,41
29.40171,8.34824,41.1
33.35775,8.36139,41.1
34.55434,8.23184,41.1
39.43834,8.16647,41.1
36.04396,8.31193,41.1
35.09158,8.46327,41.1
35.16484,8.21084,41.1
33.06471,8.14272,41.1
35.89744,8.43893,41.1
39.73138,8.2764,41.1
34.92064,8.26167,41.1
36.337,8.23557,41.1
39.43834,8.21142,41.1
41.53846,8.32253,41.1
39.29182,8.25952,41.1
39.90232,8.29308,41.1
37.58242,7.96959,41.1
37.63126,8.29681,41.1
35.14042,8.37003,41.1
30.37851,8.382,41.1
34.13919,8.47112,41.1
34.21246,8.2446,41.1
33.21124,8.43598,41.1
39.16972,8.33627,41.2
38.24176,8.2389,41.2
34.57875,8.33725,41.2
35.18925,8.17374,41.2
35.14042,8.35236,41.2
30.08547,8.36159,41.2
34.9939,8.33195,41.2
30.40293,8.49035,41.2
38.24176,8.31036,41.2
36.337,8.18846,41.2
35.21368,8.27365,41.2
31.35531,8.15941,41.2
36.01954,8.23635,41.2
38.11966,8.34922,41.2
35.2381,8.36394,41.2
32.67399,8.45895,41.2
32.28327,8.34765,41.2
35.65324,8.44658,41.2
33.67522,8.35432,41.2
36.48352,8.28837,41.2
33.99268,8.25775,41.2
36.11722,8.35786,41.2
36.75214,8.38573,41.2
33.16239,8.287,41.3
35.89744,8.27581,41.3
32.21001,8.41871,41.3
37.02076,7.61568,41.3
32.86935,8.27934,41.3
32.69841,8.22045,41.3
33.55312,8.3557,41.3
32.38095,8.17864,41.3
36.41026,8.23105,41.3
34.06594,8.25323,41.3
34.77412,8.4136,41.3
37.26496,8.24519,41.3
37.58242,7.06724,41.3
28.40049,8.18512,41.3
34.13919,8.10817,41.3
35.3602,8.33195,41.3
37.04518,7.74248,41.3
34.21246,8.36335,41.3
34.67643,8.36826,41.3
34.23687,8.2709,41.3
34.55434,8.36983,41.3
35.116,8.4772,41.3
35.62882,8.05105,41.3
36.31258,8.41576,41.3
33.13797,8.36571,41.3
34.28571,8.36728,41.3
33.69963,8.28935,41.3
35.7265,8.33627,41.3
38.97436,8.45247,41.3
41.75824,8.25284,41.4
37.0696,8.33155,41.4
34.79854,8.18257,41.4
35.77534,8.14115,41.4
30.40293,8.49742,41.4
34.2613,8.42676,41.4
34.35897,8.3979,41.4
42.83272,7.74621,41.4
34.9939,8.22124,41.4
35.116,8.38023,41.4
37.85104,8.24852,41.4
34.65202,8.2658,41.4
34.82296,8.18748,41.4
31.33089,8.43814,41.4
34.89622,8.36708,41.4
36.11722,8.35197,41.4
35.92186,8.32017,41.4
40.21978,8.25736,41.4
35.94628,8.18512,41.4
34.09035,8.33862,41.4
31.96581,8.39555,41.4
35.09158,8.37906,41.4
37.0696,8.37709,41.4
33.94383,8.2391,41.4
38.85226,7.88264,41.4
40.51283,8.2656,41.4
35.28694,8.49683,41.4
35.14042,8.26619,41.4
30.28083,8.47818,41.4
35.75092,8.16471,41.4
36.2149,8.32174,41.4
35.16484,8.31565,41.4
34.77412,8.19867,41.5
36.14164,7.82925,41.5
34.60318,8.36375,41.5
32.94262,8.14881,41.5
34.9939,8.33097,41.5
36.4591,8.30623,41.5
34.55434,8.42244,41.5
41.39194,8.26815,41.5
33.55312,8.27384,41.5
37.65568,8.33234,41.5
34.21246,8.25598,41.5
35.65324,8.11936,41.5
39.04762,8.29838,41.5
32.30769,8.36198,41.5
33.26007,8.31565,41.5
37.14286,8.30074,41.5
33.2845,8.27169,41.5
34.21246,8.42401,41.5
39.82906,8.07441,41.5
39.24298,8.07579,41.5
36.92308,8.25166,41.5
35.2381,8.40772,41.5
35.01831,8.33941,41.6
33.21124,8.23655,41.6
34.16362,8.34706,41.6
36.01954,8.35943,41.6
36.337,8.37121,41.6
31.99023,8.30211,41.6
33.94383,8.22281,41.6
33.11355,8.23596,41.6
34.11478,8.29838,41.6
34.09035,8.38985,41.6
33.21124,8.35904,41.6
32.74725,8.414,41.6
30.40293,8.41596,41.6
36.14164,8.27463,41.6
35.55556,8.10739,41.6
39.8779,8.06519,41.6
36.23932,8.21319,41.6
34.60318,8.15391,41.6
35.33578,8.13723,41.6
36.72772,8.13919,41.6
35.87302,8.32409,41.6
35.70208,8.31094,41.6
39.31624,8.17629,41.6
38.14408,8.27149,41.6
33.96825,8.1706,41.6
33.79731,8.41576,41.6
38.1685,8.19101,41.6
30.40293,8.44423,41.6
36.5812,8.21574,41.6
36.84982,8.34196,41.6
38.46154,8.3449,41.6
34.33456,8.45757,41.6
29.32845,8.41459,41.6
33.72406,8.27993,41.7
37.24054,8.2391,41.7
35.50671,8.1863,41.7
36.60562,8.22359,41.7
34.74969,8.30133,41.7
35.89744,8.36571,41.7
35.21368,8.47858,41.7
38.58364,7.72757,41.7
37.9243,8.16117,41.7
34.11478,8.38926,41.7
36.60562,8.26207,41.7
35.62882,8.13134,41.7
39.3895,8.19297,41.7
33.84615,8.37062,41.7
33.26007,8.46955,41.7
35.75092,8.2605,41.7
37.87546,8.48977,41.7
36.92308,8.33921,41.7
35.116,8.22379,41.7
35.2381,7.99943,41.7
35.40903,8.38004,41.7
40.2442,8.26815,41.7
34.77412,8.15587,41.7
34.11478,8.16373,41.8
37.09402,8.48388,41.8
40.14652,8.16373,41.8
37.28938,7.64453,41.8
40.4884,8.30682,41.8
39.68254,7.99001,41.8
33.89499,8.48545,41.8
37.53358,7.91208,41.8
37.58242,8.31958,41.8
38.02198,7.43568,41.8
37.11844,8.29622,41.8
31.30647,8.46111,41.8
34.60318,8.36983,41.8
41.66056,8.12113,41.8
37.70452,8.36532,41.8
37.85104,8.13526,41.8
34.74969,8.12152,41.8
40,8.22261,41.8
36.80098,8.34549,41.8
35.67766,8.17491,41.8
33.30891,8.39417,41.8
41.88034,7.08687,41.9
34.67643,8.21515,41.9
34.11478,7.19679,41.9
35.50671,8.34687,41.9
37.4359,7.58388,41.9
38.07082,8.26972,41.9
39.31624,7.8634,41.9
32.5519,8.25971,41.9
35.18925,8.10405,41.9
33.2845,8.36257,41.9
36.4591,8.20848,41.9
34.18803,8.41144,41.9
35.04274,7.70696,41.9
33.26007,8.34235,41.9
37.58242,8.24833,41.9
37.8022,8.26717,41.9
34.45666,8.39417,42
34.23687,8.2444,42
35.116,8.25736,42
36.337,8.26442,42
38.46154,8.05616,42
34.21246,8.28464,42
34.48108,8.38612,42
37.89988,8.09129,42
36.63004,8.22732,42
35.77534,6.98735,42
29.40171,8.40085,42
34.18803,8.36806,42
33.16239,8.20613,42
33.69963,8.18296,42
36.36142,8.22281,42
35.55556,8.25539,42
30.37851,8.42479,42
38.97436,8.13487,42
39.31624,8.25323,42.1
32.57631,8.34844,42.1
39.92674,6.99775,42.1
35.45787,8.41243,42.1
38.97436,7.7841,42.1
37.60684,7.91856,42.1
37.63126,8.28817,42.1
39.58486,8.2603,42.1
29.42613,8.50194,42.1
33.23566,8.29995,42.1
35.18925,8.36591,42.1
36.36142,8.32272,42.1
29.42613,8.25402,42.1
35.09158,8.4454,42.1
33.65079,8.36453,42.1
38.87668,8.07402,42.1
37.1917,8.4242,42.1
37.58242,8.09483,42.1
36.16606,8.44639,42.1
33.45543,8.42165,42.1
38.43712,8.26599,42.1
35.84859,8.30034,42.1
41.63614,8.41203,42.1
35.14042,7.72639,42.2
39.41392,8.19533,42.2
38.38828,8.2024,42.2
32.94262,8.28209,42.2
35.2381,8.32449,42.2
35.28694,8.19886,42.2
30.40293,8.44285,42.2
33.7729,8.3765,42.2
37.11844,8.43579,42.2
34.16362,8.34333,42.2
34.60318,8.38691,42.2
34.18803,8.24695,42.2
